street_address,living_area,state_code,market_value,CAMPNAME,x,y
428 BROOK GLEN DR RICHARDSON TX 75080,2233,A1,181339,SHEPARD EL,-96.72424599,32.99165902
428 MAPLELAWN DR PLANO TX 75075,2183,F4,384595,FRANKFORD EL,-96.76292999,33.00537998
428 PLEASANT VALLEY LN RICHARDSON TX 75080,2258,A1,180761,ALDRIDGE EL,-96.72561903,32.99496199
428 SHADY BROOK DR RICHARDSON TX 75080,1836,A1,156526,ALDRIDGE EL,-96.72522098,32.99412099
428 VALLEY GLEN DR RICHARDSON TX 75080,2045,A1,176151,ALDRIDGE EL,-96.72403603,32.99365299
7504 DANFIELD CT DALLAS TX 75252,3352,A1,306386,FRANKFORD EL,-96.77423499,32.99457701
7324 FRANKFORD RD DALLAS TX 75252,2239,A1,229292,FRANKFORD EL,-96.77778297,32.99729799
7505 LARCHMONT DR DALLAS TX 75252,4017,A1,347178,FRANKFORD EL,-96.77484897,32.99490399
7302 PARK HIGHLAND PL DALLAS TX 75248,2224,A1,204534,FRANKFORD EL,-96.77984198,32.98731698
7120 BREMERTON CT DALLAS TX 75252,6272,A1,443237,FRANKFORD EL,-96.77973201,32.99527698
429 COIT RD DALLAS TX 75252,3429,F1,1128587,FRANKFORD EL,-96.76849599,33.00413301
7324 WILLIAMSWOOD DR DALLAS TX 75252,2243,A1,228797,FRANKFORD EL,-96.77720898,32.995525
7507 ABERDON RD DALLAS TX 75252,2649,A1,253170,FRANKFORD EL,-96.77447698,32.997358
7303 WILLIAMSWOOD DR DALLAS TX 75252,2718,A1,236830,FRANKFORD EL,-96.77877203,32.99573501
7326 DEBBE DR DALLAS TX 75252,2789,A1,260760,FRANKFORD EL,-96.77678997,32.99373899
429 PLEASANT VALLEY LN RICHARDSON TX 75080,2694,A1,232586,ALDRIDGE EL,-96.72592003,32.994374
7120 HALPRIN CT DALLAS TX 75252,2831,A1,292215,FRANKFORD EL,-96.77973696,32.99615302
7507 BROMWICH CT DALLAS TX 75252,3422,A1,305504,FRANKFORD EL,-96.77463297,32.99577101
7304 WILLIAMSWOOD DR DALLAS TX 75252,2560,A1,263132,FRANKFORD EL,-96.77847397,32.99560798
7326 HIDDENCREEK DR DALLAS TX 75252,2751,A1,293501,FRANKFORD EL,-96.77731903,32.99214198
429 SHADY BROOK PL RICHARDSON TX 75080,2217,A1,233016,ALDRIDGE EL,-96.72475301,32.99317899
7120 MUMFORD CT DALLAS TX 75252,3540,A1,366000,FRANKFORD EL,-96.77972799,32.996948
7507 MARIBETH DR DALLAS TX 75252,3305,A1,299862,FRANKFORD EL,-96.77471997,32.99360898
7305 BRIARNOLL DR DALLAS TX 75252,2957,A1,283356,FRANKFORD EL,-96.77880598,32.99431801
7327 BRIARNOLL DR DALLAS TX 75252,2905,A1,257734,FRANKFORD EL,-96.778334,32.99525498
429 VALLEY GLEN DR RICHARDSON TX 75080,1740,A1,195858,SHEPARD EL,-96.72327998,32.99288102
7120 NICKI CT DALLAS TX 75252,3373,A1,338618,FRANKFORD EL,-96.77973101,32.99446499
7507 TRENT PL DALLAS TX 75252,2267,A1,239056,FRANKFORD EL,-96.77376603,32.99440099
7305 HIDDENCREEK DR DALLAS TX 75252,2669,A1,267625,FRANKFORD EL,-96.77800903,32.99270998
7327 DEBBE DR DALLAS TX 75252,2783,A1,269489,FRANKFORD EL,-96.77752699,32.99432702
43 CROWN PL RICHARDSON TX 75080,2815,A1,272775,ALDRIDGE EL,-96.72949499,32.99352898
7121 NICOLE PL DALLAS TX 75252,1872,A1,151399,FRANKFORD EL,-96.78013703,32.98837
7508 ABERDON RD DALLAS TX 75252,2890,A1,271911,FRANKFORD EL,-96.77461603,32.996905
7305 KIRKHAM DR DALLAS TX 75252,2839,A1,256831,FRANKFORD EL,-96.77878,32.99604598
7327 HIGHLAND HEATHER LN DALLAS TX 75248,2224,A1,194570,FRANKFORD EL,-96.77955197,32.98770402
430 BROOK GLEN DR RICHARDSON TX 75080,1666,A1,159482,SHEPARD EL,-96.72427399,32.99145299
7344 KIRKHAM DR DALLAS TX 75252,2598,A1,256284,FRANKFORD EL,-96.77723597,32.99643201
7122 CLAREN CT DALLAS TX 75252,2955,A1,310000,FRANKFORD EL,-96.77990996,32.99236901
7508 BROMWICH CT DALLAS TX 75252,3221,A1,139425,FRANKFORD EL,-96.77458896,32.99528499
7305 WILLIAMSWOOD DR DALLAS TX 75252,2546,A1,216649,FRANKFORD EL,-96.77828999,32.99608999
7327 KIRKHAM DR DALLAS TX 75252,2752,A1,267486,FRANKFORD EL,-96.77830298,32.99694301
430 PLEASANT VALLEY LN RICHARDSON TX 75080,2114,A1,196609,ALDRIDGE EL,-96.72583797,32.99487901
6810 ROCKY TOP CIR DALLAS TX 75252,2963,A1,290494,FRANKFORD EL,-96.77972497,32.98936301
7344 WILLIAMSWOOD DR DALLAS TX 75252,2884,A1,237000,FRANKFORD EL,-96.77597399,32.99532799
7346 HIGHLAND GLEN TRL DALLAS TX 75248,2050,A1,127424,FRANKFORD EL,-96.77956798,32.98656299
7347 BRIARNOLL DR DALLAS TX 75252,2875,A1,263336,FRANKFORD EL,-96.77702902,32.99511701
7347 DEBBE DR DALLAS TX 75252,2712,A1,255960,FRANKFORD EL,-96.77626199,32.99411102
7347 HIGHLAND HEATHER LN DALLAS TX 75248,1890,A1,178602,FRANKFORD EL,-96.77897597,32.987169
7347 WILLIAMSWOOD DR DALLAS TX 75252,2636,A1,242241,FRANKFORD EL,-96.77535096,32.99575601
7348 BRIARNOLL DR DALLAS TX 75252,2615,A1,259121,FRANKFORD EL,-96.77701997,32.99465002
7348 HIGHLAND HEATHER LN DALLAS TX 75248,2680,A1,221051,FRANKFORD EL,-96.77943496,32.98699298
7350 HIGHLAND GLEN TRL DALLAS TX 75248,2241,A1,105310,FRANKFORD EL,-96.77932398,32.98658499
7351 BRIARNOLL DR DALLAS TX 75252,3182,A1,268659,FRANKFORD EL,-96.77676499,32.99504501
7351 DEBBE DR DALLAS TX 75252,2481,A1,245573,FRANKFORD EL,-96.77599402,32.99408998
7351 HIGHLAND HEATHER LN DALLAS TX 75248,1552,A1,159250,FRANKFORD EL,-96.77900103,32.98699399
7352 BRIARNOLL DR DALLAS TX 75252,2893,A1,274111,FRANKFORD EL,-96.77676901,32.99460199
7354 HIGHLAND GLEN TRL DALLAS TX 75248,2121,A1,147933,FRANKFORD EL,-96.77907697,32.98656001
7355 BRIARNOLL DR DALLAS TX 75252,3063,A1,264600,FRANKFORD EL,-96.776522,32.995021
7356 BRIARNOLL DR DALLAS TX 75252,2818,A1,259702,FRANKFORD EL,-96.77651504,32.99454902
7358 HIGHLAND GLEN TRL DALLAS TX 75248,1786,A1,144077,FRANKFORD EL,-96.77888502,32.98666801
7359 BRIARNOLL DR DALLAS TX 75252,2792,A1,266971,FRANKFORD EL,-96.77624598,32.99497
7360 BRIARNOLL DR DALLAS TX 75252,2768,A1,229208,FRANKFORD EL,-96.776249,32.99451498
7363 BRIARNOLL DR DALLAS TX 75252,2612,A1,261141,FRANKFORD EL,-96.77600399,32.99495
7364 BRIARNOLL DR DALLAS TX 75252,2469,A1,249704,FRANKFORD EL,-96.775962,32.994482
7401 HIDDENCREEK DR DALLAS TX 75252,2738,A1,138724,FRANKFORD EL,-96.77689097,32.99252499
7402 HIDDENCREEK DR DALLAS TX 75252,3745,A1,357825,FRANKFORD EL,-96.77702298,32.99209299
7403 HOUR GLASS CIR DALLAS TX 75252,2456,A1,262013,FRANKFORD EL,-96.77586201,32.997409
7404 HOUR GLASS CIR DALLAS TX 75252,3289,A1,310000,FRANKFORD EL,-96.77584197,32.99685802
7405 HIDDENCREEK DR DALLAS TX 75252,2736,A1,268759,FRANKFORD EL,-96.77661604,32.99248401
7406 HIDDENCREEK DR DALLAS TX 75252,2738,A1,308219,FRANKFORD EL,-96.77675602,32.99201999
7407 HOUR GLASS CIR DALLAS TX 75252,2741,A1,285179,FRANKFORD EL,-96.77552103,32.99739098
7408 HOUR GLASS CIR DALLAS TX 75252,3164,A1,309353,FRANKFORD EL,-96.775588,32.996841
7409 HIDDENCREEK DR DALLAS TX 75252,3548,A1,286042,FRANKFORD EL,-96.77633801,32.99245601
7410 HIDDENCREEK DR DALLAS TX 75252,2870,A1,316083,FRANKFORD EL,-96.776508,32.991994
7411 HOUR GLASS CIR DALLAS TX 75252,3329,A1,343049,FRANKFORD EL,-96.775271,32.99723101
7412 HOUR GLASS CIR DALLAS TX 75252,3614,A1,344602,FRANKFORD EL,-96.77546001,32.99692901
7413 HIDDENCREEK DR DALLAS TX 75252,2637,A1,258942,FRANKFORD EL,-96.77607298,32.992439
7414 HIDDENCREEK DR DALLAS TX 75252,3042,A1,334508,FRANKFORD EL,-96.77623601,32.992001
7417 HIDDENCREEK DR DALLAS TX 75252,2738,A1,255101,FRANKFORD EL,-96.775718,32.992439
7418 HIDDENCREEK DR DALLAS TX 75252,2616,A1,286492,FRANKFORD EL,-96.77597499,32.99196001
7421 FRANKFORD RD DALLAS TX 75252,527482,B1,44388800,FRANKFORD EL,-96.77710001,33.00079001
7421 HIDDENCREEK DR DALLAS TX 75252,2698,A1,269558,FRANKFORD EL,-96.77541299,32.99255001
7422 HIDDENCREEK DR DALLAS TX 75252,2716,A1,300286,FRANKFORD EL,-96.77569696,32.99196001
7426 HIDDENCREEK DR DALLAS TX 75252,2591,A1,263150,FRANKFORD EL,-96.77543604,32.99201802
7501 TRENT PL DALLAS TX 75252,3345,A1,308314,FRANKFORD EL,-96.773762,32.99460199
7502 TRENT PL DALLAS TX 75252,4109,A1,358962,FRANKFORD EL,-96.77310604,32.99455798
7503 ABERDON RD DALLAS TX 75252,4943,A1,356783,FRANKFORD EL,-96.77480102,32.99738302
7503 BROMWICH CT DALLAS TX 75252,3326,A1,313316,FRANKFORD EL,-96.77485299,32.995797
7503 DANFIELD CT DALLAS TX 75252,2940,A1,288252,FRANKFORD EL,-96.77477202,32.99453301
7503 MARIBETH DR DALLAS TX 75252,3221,A1,294472,FRANKFORD EL,-96.77494502,32.99361598
7504 ABERDON RD DALLAS TX 75252,3476,A1,313202,FRANKFORD EL,-96.77484,32.99690198
7504 BROMWICH CT DALLAS TX 75252,4000,A1,338450,FRANKFORD EL,-96.774884,32.99521399
500 W RENNER RD RICHARDSON TX 75080,545370,F2,19069236,WILSON EL,-96.72744,32.99976302
430 SHADY BROOK DR RICHARDSON TX 75080,1620,A1,146822,ALDRIDGE EL,-96.72543396,32.99401999
501 PRES GEO BUSH TPKE RICHARDSON TX 75080,125000,F3,11150000,WILSON EL,-96.72653352,33.00323278
6814 ROCKY TOP CIR DALLAS TX 75252,2871,A1,305104,FRANKFORD EL,-96.780031,32.98917999
7125 NICOLE PL DALLAS TX 75252,1511,A1,133219,FRANKFORD EL,-96.780075,32.98842599
7328 BRIARNOLL DR DALLAS TX 75252,3169,A1,292078,FRANKFORD EL,-96.778292,32.994784
7508 TRENT PL DALLAS TX 75252,2266,A1,237871,FRANKFORD EL,-96.77311299,32.99431101
6815 ROCKY TOP CIR DALLAS TX 75252,2849,A1,322529,FRANKFORD EL,-96.78038304,32.989541
7306 DEBBE DR DALLAS TX 75252,2769,A1,271761,FRANKFORD EL,-96.77803904,32.99392699
7129 NICOLE PL DALLAS TX 75252,1662,A1,141161,FRANKFORD EL,-96.77998104,32.98847398
430 VALLEY GLEN DR RICHARDSON TX 75080,2099,A1,181971,ALDRIDGE EL,-96.72390099,32.99346
7509 DANFIELD CT DALLAS TX 75252,3158,A1,295006,FRANKFORD EL,-96.77479398,32.99426701
504 W LOOKOUT DR RICHARDSON TX 75080,2350,F1,97892,ALDRIDGE EL,-96.72775234,32.98956811
7328 FRANKFORD RD DALLAS TX 75252,2271,A1,218752,FRANKFORD EL,-96.77751701,32.99730901
6818 ROCKY TOP CIR DALLAS TX 75252,3344,A1,311263,FRANKFORD EL,-96.780291,32.98908502
7306 HIDDENCREEK DR DALLAS TX 75252,2688,A1,304385,FRANKFORD EL,-96.77864798,32.99222002
713 VALLEY CREEK DR PLANO TX 75075,2217,A1,146127,WILSON EL,-96.74786301,33.00949801
431 PLEASANT VALLEY LN RICHARDSON TX 75080,2324,A1,164906,ALDRIDGE EL,-96.72623401,32.99443699
7509 LARCHMONT DR DALLAS TX 75252,2266,A1,244731,FRANKFORD EL,-96.77454303,32.994949
505 W LOOKOUT DR RICHARDSON TX 75080,1320,A3,86765,ALDRIDGE EL,-96.72838498,32.98970801
7328 KIRKHAM DR DALLAS TX 75252,2736,A1,256264,FRANKFORD EL,-96.77828899,32.99647199
689 W RENNER RD RICHARDSON TX 75080,7236,F3,571124,ALDRIDGE EL,-96.72795499,32.996897
7306 PARK HIGHLAND PL DALLAS TX 75248,1952,A1,181000,FRANKFORD EL,-96.77983997,32.98717499
7133 NICOLE PL DALLAS TX 75252,1475,A1,131801,FRANKFORD EL,-96.77989102,32.98851601
431 SHADY BROOK PL RICHARDSON TX 75080,1662,A1,153728,ALDRIDGE EL,-96.72504504,32.99317799
7510 DANFIELD CT DALLAS TX 75252,3486,A1,316307,FRANKFORD EL,-96.77417297,32.99438498
505-507 PLEASANT VALLEY LN RICHARDSON TX 75080,3326,B2,174783,ALDRIDGE EL,-96.72735702,32.99462399
7328 WILLIAMSWOOD DR DALLAS TX 75252,2848,A1,262289,FRANKFORD EL,-96.77698099,32.99550099
699 W RENNER RD RICHARDSON TX 75080,1200,F1,478768,ALDRIDGE EL,-96.72841398,32.99700399
7308 FRANKFORD RD DALLAS TX 75252,2697,A1,229060,FRANKFORD EL,-96.77885401,32.99729099
7136 NICOLE PL DALLAS TX 75252,1559,A1,129775,FRANKFORD EL,-96.77966303,32.98824499
431 VALLEY GLEN DR RICHARDSON TX 75080,1740,A1,145650,ALDRIDGE EL,-96.72343798,32.99267201
7511 ABERDON RD DALLAS TX 75252,3288,A1,287922,FRANKFORD EL,-96.77428403,32.99731299
508 W LOOKOUT DR RICHARDSON TX 75080,11087,F1,477941,ALDRIDGE EL,-96.72764603,32.99001298
7330 DEBBE DR DALLAS TX 75252,2642,A1,260392,FRANKFORD EL,-96.77650196,32.99369599
7 CROWN PL RICHARDSON TX 75080,2685,A1,225038,ALDRIDGE EL,-96.73046998,32.993194
7308 WILLIAMSWOOD DR DALLAS TX 75252,2780,A1,226074,FRANKFORD EL,-96.77822,32.99561301
7137 NICOLE PL DALLAS TX 75252,1517,A1,133585,FRANKFORD EL,-96.77979496,32.98855801
432 PLEASANT VALLEY LN RICHARDSON TX 75080,1918,A1,170000,ALDRIDGE EL,-96.72610996,32.99492901
7511 BROMWICH CT DALLAS TX 75252,3422,A1,324115,FRANKFORD EL,-96.77441101,32.99577001
509-511 PLEASANT VALLEY LN RICHARDSON TX 75080,3590,B2,166632,ALDRIDGE EL,-96.72779799,32.994597
7331 BRIARNOLL DR DALLAS TX 75252,2719,A1,258008,FRANKFORD EL,-96.77806804,32.99521198
7 DORAL PL RICHARDSON TX 75080,1861,A1,180194,ALDRIDGE EL,-96.73356801,32.99421801
7309 BRIARNOLL DR DALLAS TX 75252,2592,A1,240000,FRANKFORD EL,-96.77880104,32.99454298
7140 NICOLE PL DALLAS TX 75252,1497,A1,132652,FRANKFORD EL,-96.77958097,32.988284
432 SHADY BROOK DR RICHARDSON TX 75080,1643,A1,141824,ALDRIDGE EL,-96.72567796,32.99391899
7512 ABERDON RD DALLAS TX 75252,3419,A1,313093,FRANKFORD EL,-96.77441101,32.996898
51 CROWN PL RICHARDSON TX 75080,2049,A1,186127,ALDRIDGE EL,-96.729165,32.99310402
7331 DEBBE DR DALLAS TX 75252,2763,A1,260913,FRANKFORD EL,-96.77726799,32.99427602
7 HIGH MESA PL RICHARDSON TX 75080,2227,A1,259457,HARMONY EL,-96.742209,32.99244398
7309 FRANKFORD RD DALLAS TX 75252,50759,J3A,3868843,FRANKFORD EL,-96.77834003,32.99946999
7141 NICOLE PL DALLAS TX 75252,1727,A1,141719,FRANKFORD EL,-96.77969798,32.988585
432 VALLEY GLEN DR RICHARDSON TX 75080,1877,A1,179471,ALDRIDGE EL,-96.72380603,32.99317698
7512 BROMWICH CT DALLAS TX 75252,3184,A1,287000,FRANKFORD EL,-96.774365,32.99532199
513-515 PLEASANT VALLEY LN RICHARDSON TX 75080,3326,B2,189402,ALDRIDGE EL,-96.72814802,32.99447701
7331 HIGHLAND HEATHER LN DALLAS TX 75248,1505,A1,156221,FRANKFORD EL,-96.77931803,32.98771299
7331 KIRKHAM DR DALLAS TX 75252,2467,A1,241396,FRANKFORD EL,-96.77804197,32.99689
7332 BRIARNOLL DR DALLAS TX 75252,2638,A1,241954,FRANKFORD EL,-96.77803904,32.99479498
7332 FRANKFORD RD DALLAS TX 75252,2648,A1,239174,FRANKFORD EL,-96.77723102,32.99730301
7332 KIRKHAM DR DALLAS TX 75252,2625,A1,272561,FRANKFORD EL,-96.77804298,32.99646499
7332 WILLIAMSWOOD DR DALLAS TX 75252,2766,A1,266700,FRANKFORD EL,-96.77672501,32.99543301
7334 DEBBE DR DALLAS TX 75252,2614,A1,258913,FRANKFORD EL,-96.77626802,32.99367399
7334 HIGHLAND GLEN TRL DALLAS TX 75248,2237,A1,111940,FRANKFORD EL,-96.78013401,32.98660901
7335 BRIARNOLL DR DALLAS TX 75252,3198,A1,273168,FRANKFORD EL,-96.777802,32.99521399
7335 DEBBE DR DALLAS TX 75252,3024,A1,283971,FRANKFORD EL,-96.77702499,32.99424898
7335 HIGHLAND HEATHER LN DALLAS TX 75248,1957,A1,194334,FRANKFORD EL,-96.77904897,32.98771001
7335 KIRKHAM DR DALLAS TX 75252,2887,A1,265302,FRANKFORD EL,-96.77777098,32.99690701
7335 WILLIAMSWOOD DR DALLAS TX 75252,2533,A1,253870,FRANKFORD EL,-96.77629996,32.995805
7336 BRIARNOLL DR DALLAS TX 75252,2785,A1,271398,FRANKFORD EL,-96.77777199,32.99475802
7336 KIRKHAM DR DALLAS TX 75252,2893,A1,264152,FRANKFORD EL,-96.77778004,32.99645799
7336 WILLIAMSWOOD DR DALLAS TX 75252,2751,A1,265717,FRANKFORD EL,-96.77647003,32.99539299
7338 DEBBE DR DALLAS TX 75252,2793,A1,257379,FRANKFORD EL,-96.77600601,32.99365701
7338 HIGHLAND GLEN TRL DALLAS TX 75248,1970,A1,115324,FRANKFORD EL,-96.77992396,32.98656898
7339 BRIARNOLL DR DALLAS TX 75252,2954,A1,259197,FRANKFORD EL,-96.77753797,32.995194
7339 DEBBE DR DALLAS TX 75252,2753,A1,248851,FRANKFORD EL,-96.77677002,32.99419798
7339 HIGHLAND HEATHER LN DALLAS TX 75248,1786,A1,155000,FRANKFORD EL,-96.77895099,32.98756702
7339 KIRKHAM DR DALLAS TX 75252,3159,A1,279449,FRANKFORD EL,-96.77750997,32.99690898
7339 WILLIAMSWOOD DR DALLAS TX 75252,2504,A1,257002,FRANKFORD EL,-96.77600299,32.99579901
7340 BRIARNOLL DR DALLAS TX 75252,2868,A1,271605,FRANKFORD EL,-96.77751701,32.994733
7340 HIGHLAND HEATHER LN DALLAS TX 75248,1952,A1,183187,FRANKFORD EL,-96.77947502,32.98733601
7340 KIRKHAM DR DALLAS TX 75252,3071,A1,277625,FRANKFORD EL,-96.77753101,32.99643499
7340 WILLIAMSWOOD DR DALLAS TX 75252,2973,A1,269068,FRANKFORD EL,-96.77622301,32.99535799
7342 HIGHLAND GLEN TRL DALLAS TX 75248,2768,A1,120446,FRANKFORD EL,-96.77972497,32.98656802
7343 BRIARNOLL DR DALLAS TX 75252,2984,A1,281329,FRANKFORD EL,-96.77728299,32.995157
7343 DEBBE DR DALLAS TX 75252,2806,A1,272400,FRANKFORD EL,-96.776508,32.99416999
7343 HIGHLAND HEATHER LN DALLAS TX 75248,2722,A1,221760,FRANKFORD EL,-96.77896197,32.98734301
7343 KIRKHAM DR DALLAS TX 75252,2714,A1,265294,FRANKFORD EL,-96.77723999,32.99692399
7343 WILLIAMSWOOD DR DALLAS TX 75252,2492,A1,250220,FRANKFORD EL,-96.77568498,32.99574901
7344 BRIARNOLL DR DALLAS TX 75252,2701,A1,263716,FRANKFORD EL,-96.77726203,32.99466401
7344 HIGHLAND HEATHER LN DALLAS TX 75248,2171,A1,198982,FRANKFORD EL,-96.77943203,32.987234
7 VISTA CLIFF PL RICHARDSON TX 75080,2690,A1,289942,SHEPARD EL,-96.72508502,32.98705899
7514 TRENT PL DALLAS TX 75252,3352,A1,306386,FRANKFORD EL,-96.77331298,32.99418
52 CROWN PL RICHARDSON TX 75080,2706,A1,232745,ALDRIDGE EL,-96.72922199,32.992979
433 COIT RD DALLAS TX 75252,3341,F1,1290000,FRANKFORD EL,-96.76838904,33.00442001
7309 HIDDENCREEK DR DALLAS TX 75252,2770,A1,268011,FRANKFORD EL,-96.77772899,32.99267201
7144 NICOLE PL DALLAS TX 75252,1701,A1,139621,FRANKFORD EL,-96.77950696,32.98828899
7 WALNUT CREEK PL RICHARDSON TX 75080,2945,A1,192249,HARMONY EL,-96.74118498,32.99167101
7515 ABERDON RD DALLAS TX 75252,3305,A1,301395,FRANKFORD EL,-96.77408001,32.99733399
520 W LOOKOUT DR RICHARDSON TX 75080,2302,A4,288890,ALDRIDGE EL,-96.728102,32.990247
433 SHADY BROOK PL RICHARDSON TX 75080,1606,A1,145722,ALDRIDGE EL,-96.72524403,32.99337601
7309 KIRKHAM DR DALLAS TX 75252,2844,A1,253293,FRANKFORD EL,-96.77878301,32.996258
7145 NICOLE PL DALLAS TX 75252,1573,A1,131051,FRANKFORD EL,-96.77959002,32.98861999
7 WILLOW CREEK PL RICHARDSON TX 75080,2468,A1,223756,HARMONY EL,-96.74041301,32.99094002
7515 BROMWICH CT DALLAS TX 75252,3844,A1,322825,FRANKFORD EL,-96.77417003,32.99575999
7515 DANFIELD CT DALLAS TX 75252,3407,A1,311292,FRANKFORD EL,-96.77477202,32.99406198
7515 LARCHMONT DR DALLAS TX 75252,3305,A1,299862,FRANKFORD EL,-96.77433801,32.99495399
7515 MARIBETH DR DALLAS TX 75252,3223,A1,300750,FRANKFORD EL,-96.77450003,32.99359201
7515 TRENT PL DALLAS TX 75252,3440,A1,321555,FRANKFORD EL,-96.773603,32.99413901
7516 ABERDON RD DALLAS TX 75252,3158,A1,265000,FRANKFORD EL,-96.77418101,32.99689402
7516 BROMWICH CT DALLAS TX 75252,3386,A1,316000,FRANKFORD EL,-96.77416802,32.99533
7516 DANFIELD CT DALLAS TX 75252,3286,A1,303374,FRANKFORD EL,-96.77415402,32.99420599
7519 ABERDON RD DALLAS TX 75252,3585,A1,306402,FRANKFORD EL,-96.77383099,32.99732799
7519 BROMWICH CT DALLAS TX 75252,3282,A1,289490,FRANKFORD EL,-96.77395403,32.99577902
7519 LARCHMONT DR DALLAS TX 75252,3852,A1,327271,FRANKFORD EL,-96.77411999,32.99498102
7519 MARIBETH DR DALLAS TX 75252,3440,A1,317662,FRANKFORD EL,-96.77427799,32.99360601
7520 ABERDON RD DALLAS TX 75252,3422,A1,303234,FRANKFORD EL,-96.77397298,32.99689301
7520 BROMWICH CT DALLAS TX 75252,3748,A1,328991,FRANKFORD EL,-96.77390701,32.995338
7521 DANFIELD CT DALLAS TX 75252,3369,A1,317175,FRANKFORD EL,-96.77455703,32.99394401
7522 DANFIELD CT DALLAS TX 75252,3305,A1,312862,FRANKFORD EL,-96.77419903,32.99401798
7523 ABERDON RD DALLAS TX 75252,3414,A1,293346,FRANKFORD EL,-96.77360602,32.99731701
7523 BROMWICH CT DALLAS TX 75252,3476,A1,335251,FRANKFORD EL,-96.77371699,32.99576301
7523 LARCHMONT DR DALLAS TX 75252,3407,A1,301542,FRANKFORD EL,-96.77391003,32.99496501
7523 MARIBETH DR DALLAS TX 75252,2800,A1,262000,FRANKFORD EL,-96.77405403,32.99358698
7524 ABERDON RD DALLAS TX 75252,3621,A1,288000,FRANKFORD EL,-96.77375999,32.99689201
7524 BROMWICH CT DALLAS TX 75252,3494,A1,325018,FRANKFORD EL,-96.77365597,32.995308
7527 ABERDON RD DALLAS TX 75252,3367,A1,295493,FRANKFORD EL,-96.77340099,32.99734199
7527 BROMWICH CT DALLAS TX 75252,3512,A1,315932,FRANKFORD EL,-96.77348004,32.99575898
7527 MARIBETH DR DALLAS TX 75252,2266,A1,228121,FRANKFORD EL,-96.77377701,32.99364
7528 ABERDON RD DALLAS TX 75252,3158,A1,300519,FRANKFORD EL,-96.773561,32.99688899
7528 BROMWICH CT DALLAS TX 75252,3305,A1,307165,FRANKFORD EL,-96.77338901,32.99532199
7529 LARCHMONT DR DALLAS TX 75252,2267,A1,228284,FRANKFORD EL,-96.77371599,32.99497201
7531 ABERDON RD DALLAS TX 75252,2940,A1,268173,FRANKFORD EL,-96.77317301,32.99732799
7531 BROMWICH CT DALLAS TX 75252,3806,A1,329393,FRANKFORD EL,-96.773259,32.99575802
7531 LARCHMONT DR DALLAS TX 75252,3191,A1,294001,FRANKFORD EL,-96.773503,32.99498898
7531 MARIBETH DR DALLAS TX 75252,3289,A1,279600,FRANKFORD EL,-96.77355598,32.99365198
524 W LOOKOUT DR TX,1957,A4,198600,ALDRIDGE EL,-96.72814299,32.99030199
7148 NICOLE PL DALLAS TX 75252,1856,A1,147884,FRANKFORD EL,-96.77937997,32.98830001
433 VALLEY GLEN DR RICHARDSON TX 75080,1982,A1,183049,ALDRIDGE EL,-96.7237,32.99254901
7309 WILLIAMSWOOD DR DALLAS TX 75252,3134,A1,280095,FRANKFORD EL,-96.77803996,32.996078
700 WESTBROOK DR PLANO TX 75075,2387,A1,166718,WILSON EL,-96.72083104,33.009711
7149 NICOLE PL DALLAS TX 75252,1708,A1,135986,FRANKFORD EL,-96.779514,32.98866002
434 SHADY BROOK DR RICHARDSON TX 75080,1646,A1,166360,ALDRIDGE EL,-96.72589103,32.993805
731 PLEASANT VALLEY LN RICHARDSON TX 75080,1738,A1,138426,ALDRIDGE EL,-96.73178501,32.99346
528 W LOOKOUT DR TX,2059,A4,223000,ALDRIDGE EL,-96.72818096,32.990362
701 WESTBROOK DR PLANO TX 75075,2567,A1,205288,WILSON EL,-96.72161701,33.00977701
7152 NICOLE PL DALLAS TX 75252,1846,A1,142680,FRANKFORD EL,-96.77924796,32.98831502
434 VALLEY GLEN DR RICHARDSON TX 75080,1754,A1,153708,ALDRIDGE EL,-96.72404902,32.99298499
7310 DEBBE DR DALLAS TX 75252,2834,A1,222000,FRANKFORD EL,-96.77777802,32.99389799
53 CROWN PL RICHARDSON TX 75080,2074,A1,210256,ALDRIDGE EL,-96.72927304,32.99286899
7022 ROCKY TOP CIR DALLAS TX 75252,3198,A1,326907,FRANKFORD EL,-96.78026602,32.99018699
7153 NICOLE PL DALLAS TX 75252,1781,A1,140151,FRANKFORD EL,-96.77939799,32.98869799
435 SHADY BROOK PL RICHARDSON TX 75080,1999,A1,161787,ALDRIDGE EL,-96.72530404,32.99357998
7310 HIDDENCREEK DR DALLAS TX 75252,2787,A1,285783,FRANKFORD EL,-96.77835101,32.99227702
532 W LOOKOUT DR TX,2022,A4,205000,ALDRIDGE EL,-96.72820502,32.99040198
536 W LOOKOUT DR RICHARDSON TX 75080,2033,A4,259104,ALDRIDGE EL,-96.728259,32.990476
54 CROWN PL RICHARDSON TX 75080,2110,A1,201933,ALDRIDGE EL,-96.72933498,32.992749
540 W LOOKOUT DR TX,2294,A4,288171,ALDRIDGE EL,-96.72830401,32.990541
542 W LOOKOUT DR RICHARDSON TX 75080,0,M4,1000,ALDRIDGE EL,-96.72852322,32.99064338
55 CROWN PL RICHARDSON TX 75080,2077,A1,199860,ALDRIDGE EL,-96.72937798,32.99262901
56 CROWN PL RICHARDSON TX 75080,1879,A1,201493,ALDRIDGE EL,-96.72944403,32.99250899
